habitat_label,n_obs,status,eunis_code,eunis_label,eunis_level,match,confidence,note,eunis_uri,decision
Talmulde,1,review,E2,Mesic grasslands,2,broad,0.50,"Valley depression, likely grassland",http://eunis.eea.europa.eu/eunishabitats/E2,
Lärchenbestand,1,linked,G3.2,Alpine [Larix] - [Pinus cembra] woodland,3,close,0.90,Larix woodland,http://eunis.eea.europa.eu/eunishabitats/G3.2,
Wiesenmatten,1,linked,E2,Mesic grasslands,2,exact,0.90,Meadows,http://eunis.eea.europa.eu/eunishabitats/E2,
Forsthaus,1,linked,J2.1,Scattered residential buildings,3,close,0.85,Scattered residential building,http://eunis.eea.europa.eu/eunishabitats/J2.1,
Uferraum,1,linked,C3,Littoral zone of inland surface waterbodies,2,broad,0.80,Riparian/littoral zone,http://eunis.eea.europa.eu/eunishabitats/C3,
Höfe und Obstgärten,1,linked,I2.2,Small-scale ornamental and domestic garden areas,3,close,0.85,Courtyards and orchards,http://eunis.eea.europa.eu/eunishabitats/I2.2,
Eichenhochwald mit Unterholzbestand,1,linked,G1.A,"Meso- and eutrophic [Quercus], [Carpinus], [Fraxinus], [Acer], [Tilia], [Ulmus] and related woodland",3,close,0.80,Oak high forest with undergrowth,http://eunis.eea.europa.eu/eunishabitats/G1.A,
schilfiges Ufer,1,linked,C3.2,Water-fringing reedbeds and tall helophytes other than canes,3,exact,0.95,Reed-fringed shore,http://eunis.eea.europa.eu/eunishabitats/C3.2,
Moorland,1,linked,D,"Mires, bogs and fens",1,exact,0.90,"Mires, bogs and fens",http://eunis.eea.europa.eu/eunishabitats/D,
Bahnhang,1,linked,J4.3,Rail networks,3,broad,0.80,Railway embankment slope,http://eunis.eea.europa.eu/eunishabitats/J4.3,
Latschen- und Grünerlen,1,linked,F2,"Arctic, alpine and subalpine scrub",2,close,0.90,Subalpine Pinus mugo and Alnus alnobetula scrub,http://eunis.eea.europa.eu/eunishabitats/F2,
Latschen und Erlen,1,linked,F2,"Arctic, alpine and subalpine scrub",2,close,0.90,Subalpine Pinus mugo and Alnus scrub,http://eunis.eea.europa.eu/eunishabitats/F2,
alte Buche,1,linked,G1.6,[Fagus] woodland,3,broad,0.70,"Old beech tree, likely in Fagus woodland",http://eunis.eea.europa.eu/eunishabitats/G1.6,
Wildbach,1,linked,C2.2,"Permanent non-tidal, fast, turbulent watercourses",3,exact,0.95,"Fast, turbulent mountain stream",http://eunis.eea.europa.eu/eunishabitats/C2.2,
Fichtengruppe im Moos,1,linked,G3.D,Boreal bog conifer woodland,3,close,0.80,Spruce group in boggy ground,http://eunis.eea.europa.eu/eunishabitats/G3.D,
Ziegelwerk,1,linked,J1.4,Urban and suburban industrial and commercial sites still in active use,3,close,0.80,"Brickworks, industrial site",http://eunis.eea.europa.eu/eunishabitats/J1.4,
See-Büschel,1,linked,C3.2,Water-fringing reedbeds and tall helophytes other than canes,3,close,0.70,Lake-shore rush/reed tufts,http://eunis.eea.europa.eu/eunishabitats/C3.2,
Tann,1,linked,G3,Coniferous woodland,2,close,0.90,Coniferous forest (fir/spruce),http://eunis.eea.europa.eu/eunishabitats/G3,
Baumwerk beim Bootshaus,1,linked,J2,Low density buildings,2,broad,0.70,Trees near boathouse,http://eunis.eea.europa.eu/eunishabitats/J2,
über den Fichten,1,linked,G3.1,[Abies] and [Picea] woodland,3,close,0.80,"Above spruce trees, G3.1 Abies and Picea woodland",http://eunis.eea.europa.eu/eunishabitats/G3.1,
"Schilf, Seerosenblätter",1,linked,C3.2,Water-fringing reedbeds and tall helophytes other than canes,3,close,0.90,Reedbeds and floating vegetation,http://eunis.eea.europa.eu/eunishabitats/C3.2,
Waldzone,1,linked,G,"Woodland, forest and other wooded land",1,exact,0.90,Forest zone,http://eunis.eea.europa.eu/eunishabitats/G,
Fels- und Matten-Region,1,linked,E4,Alpine and subalpine grasslands,2,close,0.80,Alpine grasslands and rocks,http://eunis.eea.europa.eu/eunishabitats/E4,
"Ausfluß des Traun-Sees, dem Traun- Bach",1,linked,C2.3,"Permanent non-tidal, smooth-flowing watercourses",3,close,0.80,Smooth-flowing watercourse outlet,http://eunis.eea.europa.eu/eunishabitats/C2.3,
Käfigen an den Fenstern,1,linked,J1.2,Residential buildings of villages and urban peripheries,3,broad,0.70,Cages on windows of residential buildings,http://eunis.eea.europa.eu/eunishabitats/J1.2,
Latschen am Fels,1,linked,F2.4,Conifer scrub close to the tree limit,3,close,0.90,Pinus mugo scrub close to tree limit,http://eunis.eea.europa.eu/eunishabitats/F2.4,
"Ort, Bergflanken, Fels",1,review,H3,"Inland cliffs, rock pavements and outcrops",2,broad,0.60,"Village, mountain slopes and cliffs",http://eunis.eea.europa.eu/eunishabitats/H3,
steile Wände,1,linked,H3.2,Basic and ultra-basic inland cliffs,3,close,0.80,Steep rock cliffs,http://eunis.eea.europa.eu/eunishabitats/H3.2,
Weidenbusch in einem Wiesenstück mitten im Wasser,1,linked,F9.2,[Salix] carr and fen scrub,3,close,0.80,Willow scrub in wet meadow/water,http://eunis.eea.europa.eu/eunishabitats/F9.2,
Weiden-Staude mitten im Wasser,1,linked,F9.2,[Salix] carr and fen scrub,3,close,0.80,Willow shrub in water,http://eunis.eea.europa.eu/eunishabitats/F9.2,
Krautzäune,1,linked,E5.1,Anthropogenic herb stands,3,broad,0.70,"Weedy fence lines, anthropogenic herb stands",http://eunis.eea.europa.eu/eunishabitats/E5.1,
Teichboden,1,linked,C3.5,Periodically inundated shores with pioneer and ephemeral vegetation,3,close,0.80,Periodically inundated pond bottom,http://eunis.eea.europa.eu/eunishabitats/C3.5,
Sumpfstellen,1,linked,D5,"Sedge and reedbeds, normally without free-standing water",2,close,0.80,Swampy places,http://eunis.eea.europa.eu/eunishabitats/D5,
Tannen vor unserem Haus,1,linked,I2.2,Small-scale ornamental and domestic garden areas,3,broad,0.80,Fir trees in domestic garden,http://eunis.eea.europa.eu/eunishabitats/I2.2,
"Felder, Röhricht",1,linked,X07,Intensively-farmed crops interspersed with strips of natural and/or semi-natural vegetation,2,close,0.70,Crops interspersed with reedbeds,http://eunis.eea.europa.eu/eunishabitats/X07,
"Felder, Mooswiesen",1,linked,X07,Intensively-farmed crops interspersed with strips of natural and/or semi-natural vegetation,2,close,0.70,Crops and wet mossy meadows,http://eunis.eea.europa.eu/eunishabitats/X07,
Birkenbruch,1,linked,G1.5,Broadleaved swamp woodland on acid peat,3,exact,0.90,Birch swamp woodland on acid peat,http://eunis.eea.europa.eu/eunishabitats/G1.5,
"Rohrwald, Schilf",1,linked,C3.21,[Phragmites australis] beds,4,exact,0.90,Phragmites reedbeds,http://eunis.eea.europa.eu/eunishabitats/C3.21,
Buschwerk der Moosgräben,1,linked,F9.2,[Salix] carr and fen scrub,3,close,0.80,Scrub along bog ditches,http://eunis.eea.europa.eu/eunishabitats/F9.2,
Flachwasserlacke,1,linked,C1.6,"Temporary lakes, ponds and pools",3,close,0.80,Shallow temporary pool,http://eunis.eea.europa.eu/eunishabitats/C1.6,
Mooshölzchen,1,linked,G1.5,Broadleaved swamp woodland on acid peat,3,close,0.70,Small bog woodland,http://eunis.eea.europa.eu/eunishabitats/G1.5,
Bäume am Bahnhof,1,linked,G5.1,Lines of trees,3,broad,0.80,Trees at railway station,http://eunis.eea.europa.eu/eunishabitats/G5.1,
Hölzchen,1,linked,G5.2,Small broadleaved deciduous anthropogenic woodlands,3,close,0.80,Small anthropogenic woodland,http://eunis.eea.europa.eu/eunishabitats/G5.2,
Dammböschung,1,linked,J4.2,Road networks,3,broad,0.70,Embankment slope,http://eunis.eea.europa.eu/eunishabitats/J4.2,
Böschungshang,1,review,E1,Dry grasslands,2,broad,0.60,Grassy slope/embankment,http://eunis.eea.europa.eu/eunishabitats/E1,
Grünerlen und Latschenbeständen,1,linked,F2,"Arctic, alpine and subalpine scrub",2,close,0.90,Alnus alnobetula and Pinus mugo scrub,http://eunis.eea.europa.eu/eunishabitats/F2,
Dorfwiesen,1,linked,E2.1,Permanent mesotrophic pastures and aftermath-grazed meadows,3,close,0.80,Village meadows,http://eunis.eea.europa.eu/eunishabitats/E2.1,
Verlandung,1,linked,C3,Littoral zone of inland surface waterbodies,2,close,0.80,Siltation zone / littoral zone,http://eunis.eea.europa.eu/eunishabitats/C3,
Rohrstopf,1,linked,C3.2,Water-fringing reedbeds and tall helophytes other than canes,3,close,0.70,Reed clump,http://eunis.eea.europa.eu/eunishabitats/C3.2,
Seerosenblätter-Gewirr,1,linked,C1,Surface standing waters,2,broad,0.80,Water lily leaves in standing water,http://eunis.eea.europa.eu/eunishabitats/C1,
Birkenwald,1,linked,G1.9,"Non-riverine woodland with [Betula], [Populus tremula] or [Sorbus aucuparia]",3,exact,0.90,Non-riverine birch woodland,http://eunis.eea.europa.eu/eunishabitats/G1.9,
Birkenwald am Bach,1,linked,G1.1,"Riparian and gallery woodland, with dominant [Alnus], [Betula], [Populus] or [Salix]",3,close,0.80,Riparian birch woodland,http://eunis.eea.europa.eu/eunishabitats/G1.1,
überwucherte Wiesen,1,linked,E2.7,Unmanaged mesic grassland,3,close,0.80,Unmanaged mesic grassland,http://eunis.eea.europa.eu/eunishabitats/E2.7,
einzelnstehender Baum,1,linked,G5.1,Lines of trees,3,broad,0.70,Isolated tree,http://eunis.eea.europa.eu/eunishabitats/G5.1,
Seerosenblätter,1,linked,C1,Surface standing waters,2,broad,0.80,Water lily leaves,http://eunis.eea.europa.eu/eunishabitats/C1,
Baum längs des Weges,1,linked,G5.1,Lines of trees,3,close,0.90,Line of trees along path,http://eunis.eea.europa.eu/eunishabitats/G5.1,
Baum am Weg,1,linked,G5.1,Lines of trees,3,close,0.90,Tree along path,http://eunis.eea.europa.eu/eunishabitats/G5.1,
Caricetum am See,1,linked,D5.2,Beds of large sedges normally without free-standing water,3,exact,0.90,Sedge beds by lake,http://eunis.eea.europa.eu/eunishabitats/D5.2,
Schachtelhalmwald,1,linked,G1.4,Broadleaved swamp woodland not on acid peat,3,close,0.70,Equisetum-rich swamp woodland,http://eunis.eea.europa.eu/eunishabitats/G1.4,
Seerosenblattbelag,1,linked,C1,Surface standing waters,2,broad,0.80,Floating vegetation of water lilies in standing water,http://eunis.eea.europa.eu/eunishabitats/C1,
Almwiesen,1,linked,E4,Alpine and subalpine grasslands,2,close,0.90,Alpine and subalpine grasslands,http://eunis.eea.europa.eu/eunishabitats/E4,
Kiefernbestand,1,linked,G3.4,[Pinus sylvestris] woodland south of the taiga,3,close,0.90,Pinus sylvestris woodland,http://eunis.eea.europa.eu/eunishabitats/G3.4,
ausserhalb des Schilfes,1,linked,C1,Surface standing waters,2,broad,0.70,Open water outside the reedbeds,http://eunis.eea.europa.eu/eunishabitats/C1,
Speicher eines Bauernhauses,1,linked,J2.4,Agricultural constructions,3,broad,0.90,Attic of a farmhouse,http://eunis.eea.europa.eu/eunishabitats/J2.4,
Hochwaldregion,1,linked,G,"Woodland, forest and other wooded land",1,broad,0.80,High forest region,http://eunis.eea.europa.eu/eunishabitats/G,
Tannicht,1,linked,G3.1,[Abies] and [Picea] woodland,3,close,0.90,Dense fir forest (Abies),http://eunis.eea.europa.eu/eunishabitats/G3.1,
Rohrrodungen,1,linked,C3.2,Water-fringing reedbeds and tall helophytes other than canes,3,broad,0.70,Cleared reedbeds,http://eunis.eea.europa.eu/eunishabitats/C3.2,
Birken-Anstück,1,linked,G1.9,"Non-riverine woodland with [Betula], [Populus tremula] or [Sorbus aucuparia]",3,close,0.80,Small birch stand,http://eunis.eea.europa.eu/eunishabitats/G1.9,
trockener Winkel,1,review,H5,Miscellaneous inland habitats with very sparse or no vegetation,2,broad,0.40,"Dry corner, vague",http://eunis.eea.europa.eu/eunishabitats/H5,
Beerenwäldchen,1,linked,G,"Woodland, forest and other wooded land",1,broad,0.70,Small wood with berry shrubs,http://eunis.eea.europa.eu/eunishabitats/G,
Kiesfeld,1,linked,H5.3,Sparsely- or un-vegetated habitats on mineral substrates not resulting from recent ice activity,3,close,0.80,Gravel field,http://eunis.eea.europa.eu/eunishabitats/H5.3,
steiniger Weg,1,linked,J4.2,Road networks,3,broad,0.80,Stony path,http://eunis.eea.europa.eu/eunishabitats/J4.2,
Biergarten,1,linked,I2.2,Small-scale ornamental and domestic garden areas,3,broad,0.80,"Beer garden, domestic/recreational garden",http://eunis.eea.europa.eu/eunishabitats/I2.2,
Augeträuch,1,linked,F9.1,Riverine scrub,3,exact,0.90,Riparian scrub,http://eunis.eea.europa.eu/eunishabitats/F9.1,
Baumbestand,1,linked,G,"Woodland, forest and other wooded land",1,broad,0.80,Tree stand,http://eunis.eea.europa.eu/eunishabitats/G,
Austrittssumpf,1,linked,D2.2,Poor fens and soft-water spring mires,3,close,0.80,Spring mire / flush,http://eunis.eea.europa.eu/eunishabitats/D2.2,
sandiger Acker,1,linked,I1,Arable land and market gardens,2,close,0.90,Sandy arable field,http://eunis.eea.europa.eu/eunishabitats/I1,
"Wasser, Weiden",1,linked,G1.1,"Riparian and gallery woodland, with dominant [Alnus], [Betula], [Populus] or [Salix]",3,broad,0.80,Water and willow trees,http://eunis.eea.europa.eu/eunishabitats/G1.1,
"Schilfrand, See",1,linked,C3.2,Water-fringing reedbeds and tall helophytes other than canes,3,close,0.90,Reedbed edge at a lake,http://eunis.eea.europa.eu/eunishabitats/C3.2,
Wasserkante,1,linked,C3,Littoral zone of inland surface waterbodies,2,broad,0.80,Water's edge,http://eunis.eea.europa.eu/eunishabitats/C3,
"Weiden-Erlenbusch, Sumpfwiese",1,linked,F9.2,[Salix] carr and fen scrub,3,broad,0.80,Willow-alder scrub and wet meadow mosaic,http://eunis.eea.europa.eu/eunishabitats/F9.2,
"Unterholz, Büsche, Phragmitetum - Caricetum",1,linked,D5,"Sedge and reedbeds, normally without free-standing water",2,broad,0.80,"Undergrowth, shrubs, reed and sedge beds",http://eunis.eea.europa.eu/eunishabitats/D5,
"Birken, Rohr",1,linked,G1.4,Broadleaved swamp woodland not on acid peat,3,broad,0.70,Birch trees and reeds,http://eunis.eea.europa.eu/eunishabitats/G1.4,
Fichtengehölz,1,linked,G3.1,[Abies] and [Picea] woodland,3,close,0.90,Spruce grove,http://eunis.eea.europa.eu/eunishabitats/G3.1,
Birken und Föhren,1,linked,G4,Mixed deciduous and coniferous woodland,2,close,0.90,Mixed birch and pine woodland,http://eunis.eea.europa.eu/eunishabitats/G4,
Schachtelhalme,1,linked,C3,Littoral zone of inland surface waterbodies,2,broad,0.70,Horsetails (Equisetum beds),http://eunis.eea.europa.eu/eunishabitats/C3,
nasse Sumpfwiese,1,linked,E3.4,Moist or wet eutrophic and mesotrophic grassland,3,close,0.90,Wet marshy meadow,http://eunis.eea.europa.eu/eunishabitats/E3.4,
alter Torfstich,1,linked,J3.3,Recently abandoned above-ground spaces of extractive industrial sites,3,close,0.80,Old peat cutting,http://eunis.eea.europa.eu/eunishabitats/J3.3,
Schierlingstaude,1,linked,E5.1,Anthropogenic herb stands,3,broad,0.70,Hemlock tall herb,http://eunis.eea.europa.eu/eunishabitats/E5.1,
Flachsrath,1,linked,I1,Arable land and market gardens,2,close,0.80,Flax field,http://eunis.eea.europa.eu/eunishabitats/I1,
Fichte bei einem Forstgarten,1,linked,G5.2,Small broadleaved deciduous anthropogenic woodlands,3,broad,0.70,Spruce near a forest nursery,http://eunis.eea.europa.eu/eunishabitats/G5.2,
Rohr beim Schirm,1,linked,C3.2,Water-fringing reedbeds and tall helophytes other than canes,3,broad,0.80,Reeds near a hide/shelter,http://eunis.eea.europa.eu/eunishabitats/C3.2,
Seeheide,1,linked,F4,Temperate shrub heathland,2,close,0.70,Lake heathland,http://eunis.eea.europa.eu/eunishabitats/F4,
hohe Fichten,1,linked,G3.1,[Abies] and [Picea] woodland,3,close,0.90,Tall spruce trees,http://eunis.eea.europa.eu/eunishabitats/G3.1,
"Gebüsch beim Einlauf, der mit Schilf unterwuchs ist",1,linked,F9.2,[Salix] carr and fen scrub,3,broad,0.80,Scrub with reed undergrowth at inlet,http://eunis.eea.europa.eu/eunishabitats/F9.2,
Roggenfeld,1,linked,I1.1,Intensive unmixed crops,3,exact,0.90,Rye field,http://eunis.eea.europa.eu/eunishabitats/I1.1,
Caricetum-Rasen-Gelände,1,linked,D5.2,Beds of large sedges normally without free-standing water,3,close,0.90,Sedge-dominated terrain,http://eunis.eea.europa.eu/eunishabitats/D5.2,
"Buchenkronen, Birken",1,linked,G4,Mixed deciduous and coniferous woodland,2,broad,0.80,Beech canopy and birch trees,http://eunis.eea.europa.eu/eunishabitats/G4,
Fichten-Lärchen-Fichtenbesten,1,linked,G3.1,[Abies] and [Picea] woodland,3,close,0.80,Spruce-larch-spruce stand,http://eunis.eea.europa.eu/eunishabitats/G3.1,
Bächen und Seitenhängen,1,linked,C2,Surface running waters,2,close,0.80,Running waters and adjacent slopes,http://eunis.eea.europa.eu/eunishabitats/C2,
Cypressen,1,linked,G3.9,Coniferous woodland dominated by [Cupressaceae] or [Taxaceae],3,close,0.90,Coniferous woodland dominated by Cupressaceae,http://eunis.eea.europa.eu/eunishabitats/G3.9,
nassen Caricetum,1,linked,D5.2,Beds of large sedges normally without free-standing water,3,exact,0.95,Beds of large sedges,http://eunis.eea.europa.eu/eunishabitats/D5.2,
Carexdickicht,1,linked,D5.2,Beds of large sedges normally without free-standing water,3,exact,0.95,Sedge beds,http://eunis.eea.europa.eu/eunishabitats/D5.2,
Schafbach,1,linked,C2,Surface running waters,2,broad,0.80,"Name of a stream, running water",http://eunis.eea.europa.eu/eunishabitats/C2,
Trockene Stellen am Rande des Wassers,1,linked,C3.6,Unvegetated or sparsely vegetated shores with soft or mobile sediments,3,close,0.80,Dry areas on water margins,http://eunis.eea.europa.eu/eunishabitats/C3.6,
"Schilfbestände, dichte hohe Gras-Wälder",1,linked,C3.2,Water-fringing reedbeds and tall helophytes other than canes,3,exact,0.95,Water-fringing reedbeds,http://eunis.eea.europa.eu/eunishabitats/C3.2,
Trockenland,1,linked,E1,Dry grasslands,2,broad,0.70,Dry grassland or open ground,http://eunis.eea.europa.eu/eunishabitats/E1,
steiniges Sumpfgelände,1,linked,D4,Base-rich fens and calcareous spring mires,2,close,0.70,Stony marshland/fen,http://eunis.eea.europa.eu/eunishabitats/D4,
Kiesufer,1,linked,C3.6,Unvegetated or sparsely vegetated shores with soft or mobile sediments,3,exact,0.90,Unvegetated or sparsely vegetated gravel shores,http://eunis.eea.europa.eu/eunishabitats/C3.6,
Stadt-Graben,1,linked,J5.4,Highly artificial non-saline running waters,3,close,0.80,"Urban ditch, artificial running water",http://eunis.eea.europa.eu/eunishabitats/J5.4,
Weidenbänke,1,linked,F9.1,Riverine scrub,3,exact,0.90,Riverine willow scrub,http://eunis.eea.europa.eu/eunishabitats/F9.1,
Distelsaum,1,linked,E5.1,Anthropogenic herb stands,3,close,0.85,Anthropogenic herb stands (thistle fringe),http://eunis.eea.europa.eu/eunishabitats/E5.1,
Dorngelände,1,linked,F3.1,Temperate thickets and scrub,3,close,0.85,Temperate thorny scrub,http://eunis.eea.europa.eu/eunishabitats/F3.1,
Abräumplatz,1,linked,J6,Waste deposits,2,broad,0.70,Clearing/waste deposit site,http://eunis.eea.europa.eu/eunishabitats/J6,
Abzugsgraben,1,linked,J5.4,Highly artificial non-saline running waters,3,close,0.85,Drainage ditch,http://eunis.eea.europa.eu/eunishabitats/J5.4,
Talwände,1,linked,H3,"Inland cliffs, rock pavements and outcrops",2,broad,0.75,Valley cliffs/slopes,http://eunis.eea.europa.eu/eunishabitats/H3,
"hohe, alte Bäume",1,linked,G5.1,Lines of trees,3,broad,0.70,"Tall, old trees",http://eunis.eea.europa.eu/eunishabitats/G5.1,
Gartenanlage einer Kirchhofes,1,linked,J4.7,Constructed parts of cemeteries,3,close,0.85,Cemetery garden area,http://eunis.eea.europa.eu/eunishabitats/J4.7,
